Tiempo_Simulado(s),Posicion_X,Posicion_Y
146.7726,287.3161,630.0000
146.8226,287.2810,630.0000
146.8726,287.2460,630.0000
146.9226,287.2110,630.0000
146.9725,287.1759,630.0000
147.0225,287.1409,630.0000
147.0725,287.1059,630.0000
147.1225,287.0708,630.0000
147.1725,287.0358,630.0000
147.2225,287.0008,630.0000
147.2725,286.9524,630.0000
147.3225,286.8819,630.0000
147.3725,286.8069,630.0000
147.4224,286.7320,630.0000
147.4724,286.6570,630.0000
147.5224,286.5820,630.0000
147.5724,286.5070,630.0000
147.6224,286.4328,630.0000
147.6724,286.3683,630.0000
147.7224,286.3097,630.0000
147.7724,286.2518,630.0000
147.8223,286.1939,630.0000
147.8723,286.1360,630.0000
147.9223,286.0781,630.0000
147.9723,286.0240,630.0000
148.0223,285.9803,630.0000
148.0723,285.9459,630.0000
148.1223,285.9171,630.0000
148.1723,285.8900,630.0000
148.2222,285.8631,630.0000
148.2722,285.8362,630.0000
148.3222,285.8093,630.0000
148.3722,285.7823,630.0000
148.4222,285.7554,630.0000
148.4722,285.7285,630.0000
148.5222,285.7016,630.0000
148.5722,285.6747,630.0000
148.6221,285.6478,630.0000
148.6721,285.6208,630.0000
148.7221,285.5939,630.0000
148.7721,285.5670,630.0000
148.8221,285.5401,630.0000
148.8721,285.5132,630.0000
148.9221,285.4863,630.0000
148.9721,285.4594,630.0000
149.0220,285.4324,630.0000
149.0720,285.4055,630.0000
149.1220,285.3786,630.0000
149.1720,285.3517,630.0000
149.2220,285.3248,630.0000
149.2720,285.2979,630.0000
149.3220,285.2709,630.0000
149.3720,285.2440,630.0000
149.4220,285.2171,630.0000
149.4719,285.1902,630.0000
149.5219,285.1633,630.0000
149.5719,285.1364,630.0000
149.6219,285.1094,630.0000
149.6719,285.0825,630.0000
149.7219,285.0556,630.0000
149.7719,285.0287,630.0000
149.8219,285.0006,630.0000
149.8718,284.9658,630.0000
149.9218,284.9232,630.0000
149.9718,284.8750,630.0000
150.0218,284.8239,630.0000
150.0718,284.7721,630.0000
150.1218,284.7202,630.0000
150.1718,284.6682,630.0000
150.2218,284.6163,630.0000
150.2717,284.5644,630.0000
150.3217,284.5125,630.0000
150.3717,284.4606,630.0000
150.4217,284.4087,630.0000
150.4717,284.3568,630.0000
150.5217,284.3049,630.0000
150.5717,284.2530,630.0000
150.6217,284.2010,630.0000
150.6716,284.1491,630.0000
150.7216,284.0972,630.0000
150.7716,284.0453,630.0000
150.8216,283.9934,630.0000
150.8716,283.9415,630.0000
150.9216,283.8896,630.0000
150.9716,283.8377,630.0000
151.0216,283.7858,630.0000
151.0715,283.7339,630.0000
151.1215,283.6819,630.0000
151.1715,283.6300,630.0000
151.2215,283.5781,630.0000
151.2715,283.5262,630.0000
151.3215,283.4743,630.0000
151.3715,283.4224,630.0000
151.4215,283.3705,630.0000
151.4715,283.3186,630.0000
151.5214,283.2667,630.0000
151.5714,283.2148,630.0000
151.6214,283.1628,630.0000
151.6714,283.1109,630.0000
151.7214,283.0590,630.0000
151.7714,283.0074,630.0000
151.8214,282.9605,630.0000
151.8714,282.9204,630.0000
151.9213,282.8857,630.0000
151.9713,282.8539,630.0000
152.0213,282.8231,630.0000
152.0713,282.7923,630.0000
152.1213,282.7615,630.0000
152.1713,282.7320,629.9999
152.2213,282.7218,629.9921
152.2713,282.7363,629.9731
152.3212,282.7664,629.9562
152.3712,282.8014,629.9566
152.4212,282.8366,629.9812
152.4712,282.8719,629.9967
152.5212,282.9071,630.0000
152.5712,282.9424,630.0000
152.6212,282.9776,630.0000
152.6712,283.0129,630.0000
152.7211,283.0481,630.0000
152.7711,283.0834,630.0000
152.8211,283.1186,630.0000
152.8711,283.1539,630.0000
152.9211,283.1891,630.0000
152.9711,283.2179,630.0000
153.0211,283.2365,629.9998
153.0711,283.2435,629.9974
153.1210,283.2417,629.9962
153.1710,283.2369,630.0000
153.2210,283.2332,630.0000
153.2710,283.2309,630.0000
153.3210,283.2287,630.0000
153.3710,283.2274,630.0000
153.4210,283.2308,630.0000
153.4710,283.2367,630.0000
153.5210,283.2430,630.0000
153.5709,283.2484,630.0000
153.6209,283.2523,630.0000
153.6709,283.2557,630.0000
153.7209,283.2592,630.0000
153.7709,283.2626,630.0000
153.8209,283.2660,630.0000
153.8709,283.2694,630.0000
153.9209,283.2728,630.0000
153.9708,283.2762,630.0000
154.0208,283.2797,630.0000
154.0708,283.2831,630.0000
154.1208,283.2865,630.0000
154.1708,283.2899,630.0000
154.2208,283.2933,630.0000
154.2708,283.2968,630.0000
154.3208,283.3002,630.0000
154.3707,283.3036,630.0000
154.4207,283.3070,630.0000
154.4707,283.3104,630.0000
154.5207,283.3138,630.0000
154.5707,283.3173,630.0000
154.6207,283.3207,630.0000
154.6707,283.3241,630.0000
154.7207,283.3275,630.0000
154.7706,283.3309,630.0000
154.8206,283.3344,630.0000
154.8706,283.3378,630.0000
154.9206,283.3412,630.0000
154.9706,283.3446,630.0000
155.0206,283.3480,630.0000
155.0706,283.3514,630.0000
155.1206,283.3549,630.0000
155.1705,283.3583,630.0000
155.2205,283.3617,630.0000
155.2705,283.3651,630.0000
155.3205,283.3685,630.0000
155.3705,283.3719,630.0000
155.4205,283.3754,630.0000
155.4705,283.3788,630.0000
155.5205,283.3822,630.0000
155.5704,283.3856,630.0000
155.6204,283.3890,630.0000
155.6704,283.3925,630.0000
155.7204,283.3959,630.0000
155.7704,283.3993,630.0000
155.8204,283.4027,630.0000
155.8704,283.4061,630.0000
155.9204,283.4095,630.0000
155.9704,283.4130,630.0000
156.0203,283.4164,630.0000
156.0703,283.4198,630.0000
156.1203,283.4232,630.0000
156.1703,283.4266,630.0000
156.2203,283.4301,630.0000
156.2703,283.4335,630.0000
156.3203,283.4369,630.0000
156.3703,283.4403,630.0000
156.4202,283.4437,630.0000
156.4702,283.4465,630.0000
156.5202,283.4367,629.9999
156.5702,283.4089,630.0000
156.6202,283.3683,630.0000
156.6702,283.3221,630.0000
156.7202,283.2751,630.0000
156.7702,283.2281,630.0000
156.8201,283.1811,630.0000
156.8701,283.1341,630.0000
156.9201,283.0822,629.9989
156.9701,283.0021,629.9976
157.0201,282.9122,630.0000
157.0701,282.8219,630.0000
157.1201,282.7315,630.0000
157.1701,282.6411,630.0000
157.2200,282.5508,630.0000
157.2700,282.4604,630.0000
157.3200,282.3701,630.0000
157.3700,282.2797,630.0000
157.4200,282.1893,630.0000
157.4700,282.0990,630.0000
157.5200,282.0086,630.0000
157.5700,281.9182,630.0000
157.6199,281.8279,630.0000
157.6699,281.7375,630.0000
157.7199,281.6472,630.0000
157.7699,281.5568,630.0000
157.8199,281.4664,630.0000
157.8699,281.3761,630.0000
157.9199,281.2857,630.0000
157.9699,281.1953,630.0000
158.0199,281.1165,629.9976
158.0698,281.0631,629.9833
158.1198,281.0332,629.9598
158.1698,281.0149,629.9437
158.2198,280.9985,629.9484
158.2698,280.9747,629.9678
158.3198,280.9379,629.9946
158.3698,280.8901,629.9970
158.4198,280.8365,630.0000
158.4697,280.7812,630.0000
158.5197,280.7259,630.0000
158.5697,280.6706,630.0000
158.6197,280.6152,630.0000
158.6697,280.5599,630.0000
158.7197,280.5046,630.0000
158.7697,280.4492,630.0000
158.8197,280.3939,630.0000
158.8696,280.3386,630.0000
158.9196,280.2833,630.0000
158.9696,280.2279,630.0000
159.0196,280.1726,630.0000
159.0696,280.1173,630.0000
159.1196,280.0606,630.0000
159.1696,279.9896,629.9996
159.2196,279.9008,629.9996
159.2695,279.7996,630.0000
159.3195,279.6935,630.0000
159.3695,279.5869,630.0000
159.4195,279.4803,630.0000
159.4695,279.3737,630.0000
159.5195,279.2671,630.0000
159.5695,279.1605,630.0000
159.6195,279.0539,630.0000
159.6694,278.9473,630.0000
159.7194,278.8407,630.0000
159.7694,278.7341,630.0000
159.8194,278.6275,630.0000
159.8694,278.5209,630.0000
159.9194,278.4143,630.0000
159.9694,278.3077,630.0000
160.0194,278.2011,630.0000
160.0694,278.0945,630.0000
160.1193,277.9881,630.0000
160.1693,277.8885,630.0000
160.2193,277.8016,630.0000
160.2693,277.7287,630.0000
160.3193,277.6642,630.0000
160.3693,277.6024,630.0000
160.4193,277.5409,630.0000
160.4693,277.4794,630.0000
160.5192,277.4179,630.0000
160.5692,277.3564,630.0000
160.6192,277.2948,630.0000
160.6692,277.2333,630.0000
160.7192,277.1718,630.0000
160.7692,277.1103,630.0000
160.8192,277.0487,630.0000
160.8692,276.9872,630.0000
160.9191,276.9257,630.0000
160.9691,276.8642,630.0000
161.0191,276.8026,630.0000
161.0691,276.7411,630.0000
161.1191,276.6796,630.0000
161.1691,276.6181,630.0000
161.2191,276.5565,630.0000
161.2691,276.4950,630.0000
161.3190,276.4335,630.0000
161.3690,276.3720,630.0000
161.4190,276.3105,630.0000
161.4690,276.2489,630.0000
161.5190,276.1874,630.0000
161.5690,276.1259,630.0000
161.6190,276.0644,630.0000
161.6690,276.0028,630.0000
161.7189,275.9413,630.0000
161.7689,275.8798,630.0000
161.8189,275.8183,630.0000
161.8689,275.7567,630.0000
161.9189,275.6952,630.0000
161.9689,275.6337,630.0000
162.0189,275.5753,630.0000
162.0689,275.5283,629.9996
162.1189,275.4971,630.0000
162.1688,275.4773,630.0000
162.2188,275.4624,630.0000
162.2688,275.4481,630.0000
162.3188,275.4337,630.0000
162.3688,275.4194,630.0000
162.4188,275.4051,630.0000
162.4688,275.3908,630.0000
162.5188,275.3765,630.0000
162.5687,275.3622,630.0000
162.6187,275.3479,630.0000
162.6687,275.3336,630.0000
162.7187,275.3192,630.0000
162.7687,275.3049,630.0000
162.8187,275.2906,630.0000
162.8687,275.2763,630.0000
162.9187,275.2620,630.0000
162.9686,275.2477,630.0000
163.0186,275.2334,630.0000
163.0686,275.2191,630.0000
163.1186,275.2047,630.0000
163.1686,275.1904,630.0000
163.2186,275.1761,630.0000
163.2686,275.1618,630.0000
163.3186,275.1475,630.0000
163.3685,275.1332,630.0000
163.4185,275.1189,630.0000
163.4685,275.1046,630.0000
163.5185,275.0900,630.0000
163.5685,275.0681,630.0000
163.6185,275.0395,630.0000
163.6685,275.0092,630.0000
163.7185,274.9789,630.0000
163.7684,274.9486,630.0000
163.8184,274.9182,630.0000
163.8684,274.8879,630.0000
163.9184,274.8569,629.9999
163.9684,274.8011,629.9980
164.0184,274.7297,630.0000
164.0684,274.6573,630.0000
164.1184,274.5849,630.0000
164.1684,274.5125,630.0000
164.2183,274.4400,630.0000
164.2683,274.3676,630.0000
164.3183,274.2952,630.0000
164.3683,274.2228,630.0000
164.4183,274.1504,630.0000
164.4683,274.0779,630.0000
164.5183,274.0055,630.0000
164.5683,273.9331,630.0000
164.6182,273.8607,630.0000
164.6682,273.7883,630.0000
164.7182,273.7159,630.0000
164.7682,273.6434,630.0000
164.8182,273.5710,630.0000
164.8682,273.4986,630.0000
164.9182,273.4262,630.0000
164.9682,273.3538,630.0000
165.0181,273.2813,630.0000
165.0681,273.2089,630.0000
165.1181,273.1365,630.0000
165.1681,273.0641,630.0000
165.2181,272.9917,630.0000
165.2681,272.9193,630.0000
165.3181,272.8468,630.0000
165.3681,272.7744,630.0000
165.4180,272.7020,630.0000
165.4680,272.6296,630.0000
165.5180,272.5572,630.0000
165.5680,272.4847,630.0000
165.6180,272.4123,630.0000
165.6680,272.3399,630.0000
165.7180,272.2675,630.0000
165.7680,272.1951,630.0000
165.8179,272.1227,630.0000
165.8679,272.0502,630.0000
165.9179,271.9778,630.0000
165.9679,271.9054,630.0000
166.0179,271.8330,630.0000
166.0679,271.7606,630.0000
166.1179,271.6881,630.0000
166.1679,271.6157,630.0000
166.2178,271.5433,630.0000
166.2678,271.4709,630.0000
166.3178,271.4053,629.9996
166.3678,271.3597,629.9949
166.4178,271.3310,629.9905
166.4678,271.3109,629.9982
166.5178,271.2927,630.0000
166.5678,271.2746,630.0000
166.6178,271.2564,630.0000
166.6677,271.2383,630.0000
166.7177,271.2201,630.0000
166.7677,271.2019,630.0000
166.8177,271.1701,629.9978
166.8677,271.1269,630.0000
166.9177,271.0826,630.0000
166.9677,271.0384,630.0000
167.0177,270.9942,630.0000
167.0676,270.9517,630.0000
167.1176,270.9239,629.9948
167.1676,270.9093,629.9771
167.2176,270.9042,629.9620
167.2676,270.8987,629.9588
167.3176,270.8897,629.9747
167.3676,270.8789,629.9986
167.4176,270.8676,630.0000
167.4675,270.8563,630.0000
167.5175,270.8449,630.0000
167.5675,270.8336,630.0000
167.6175,270.8223,630.0000
167.6675,270.8110,630.0000
167.7175,270.8000,630.0000
167.7675,270.7934,630.0000
167.8175,270.7899,630.0000
167.8674,270.7869,630.0000
167.9174,270.7839,630.0000
167.9674,270.7809,630.0000
168.0174,270.7778,630.0000
168.0674,270.7695,630.0000
168.1174,270.7458,629.9987
168.1674,270.7024,629.9933
168.2174,270.6445,629.9913
168.2673,270.5802,629.9997
168.3173,270.5150,630.0000
168.3673,270.4499,630.0000
168.4173,270.3847,630.0000
168.4673,270.3196,630.0000
168.5173,270.2544,630.0000
168.5673,270.1893,630.0000
168.6173,270.1241,630.0000
168.6673,270.0590,630.0000
168.7172,269.9938,630.0000
168.7672,269.9286,630.0000
168.8172,269.8635,630.0000
168.8672,269.7983,630.0000
168.9172,269.7332,630.0000
168.9672,269.6680,630.0000
169.0172,269.6029,630.0000
169.0672,269.5377,630.0000
169.1171,269.4726,630.0000
169.1671,269.4074,630.0000
169.2171,269.3423,630.0000
169.2671,269.2771,630.0000
169.3171,269.2119,630.0000
169.3671,269.1468,630.0000
169.4171,269.0816,630.0000
169.4671,269.0165,630.0000
169.5170,268.9513,630.0000
169.5670,268.8862,630.0000
169.6170,268.8210,630.0000
169.6670,268.7559,630.0000
169.7170,268.6907,630.0000
169.7670,268.6255,630.0000
169.8170,268.5604,630.0000
169.8670,268.4952,630.0000
169.9169,268.4328,630.0000
169.9669,268.3797,630.0000
170.0169,268.3353,630.0000
170.0669,268.2965,630.0000
170.1169,268.2598,630.0000
170.1669,268.2233,630.0000
170.2169,268.1867,630.0000
170.2669,268.1502,630.0000
170.3168,268.1137,630.0000
170.3668,268.0771,630.0000
170.4168,268.0406,630.0000
170.4668,268.0041,630.0000
170.5168,267.9676,630.0000
170.5668,267.9310,630.0000
170.6168,267.8954,630.0000
170.6668,267.8680,630.0000
170.7168,267.8510,630.0000
170.7667,267.8412,630.0000
170.8167,267.8349,630.0000
170.8667,267.8291,630.0000
170.9167,267.8234,630.0000
170.9667,267.8181,630.0000
171.0167,267.8217,630.0000
171.0667,267.8385,630.0000
171.1167,267.8649,630.0000
171.1666,267.8959,630.0000
171.2166,267.9275,630.0000
171.2666,267.9591,630.0000
171.3166,267.9908,630.0000
171.3666,268.0224,630.0000
171.4166,268.0540,630.0000
171.4666,268.0856,630.0000
171.5166,268.1172,630.0000
171.5665,268.1488,630.0000
171.6165,268.1805,630.0000
171.6665,268.2121,630.0000
171.7165,268.2437,630.0000
171.7665,268.2753,630.0000
171.8165,268.3069,630.0000
171.8665,268.3385,630.0000
171.9165,268.3701,630.0000
171.9664,268.4018,630.0000
172.0164,268.4334,630.0000
172.0664,268.4650,630.0000
172.1164,268.4966,630.0000
172.1664,268.5282,630.0000
172.2164,268.5598,630.0000
172.2664,268.5915,630.0000
172.3164,268.6231,630.0000
172.3663,268.6547,630.0000
172.4163,268.6863,630.0000
172.4663,268.7179,630.0000
172.5163,268.7495,630.0000
172.5663,268.7812,630.0000
172.6163,268.8128,630.0000
172.6663,268.8444,630.0000
172.7163,268.8760,630.0000
172.7663,268.9076,630.0000
172.8162,268.9392,630.0000
172.8662,268.9709,630.0000
172.9162,269.0025,630.0000
172.9662,269.0341,630.0000
173.0162,269.0703,629.9999
173.0662,269.1215,630.0000
173.1162,269.1875,630.0000
173.1662,269.2623,630.0000
173.2161,269.3397,630.0000
173.2661,269.4172,630.0000
173.3161,269.4948,630.0000
173.3661,269.5723,630.0000
173.4161,269.6499,630.0000
173.4661,269.7274,630.0000
173.5161,269.8050,630.0000
173.5661,269.8825,630.0000
173.6160,269.9601,630.0000
173.6660,270.0376,630.0000
173.7160,270.1151,630.0000
173.7660,270.1927,630.0000
173.8160,270.2702,630.0000
173.8660,270.3478,630.0000
173.9160,270.4253,630.0000
173.9660,270.5029,630.0000
174.0159,270.5804,630.0000
174.0659,270.6580,630.0000
174.1159,270.7355,630.0000
174.1659,270.8130,630.0000
174.2159,270.8906,630.0000
174.2659,270.9681,630.0000
174.3159,271.0457,630.0000
174.3659,271.1237,630.0000
174.4158,271.2075,630.0000
174.4658,271.2988,630.0000
174.5158,271.3959,630.0000
174.5658,271.4961,630.0000
174.6158,271.5971,630.0000
174.6658,271.6982,630.0000
174.7158,271.7992,630.0000
174.7658,271.9002,630.0000
174.8158,272.0013,630.0000
174.8657,272.1023,630.0000
174.9157,272.2034,630.0000
174.9657,272.3044,630.0000
175.0157,272.3968,629.9992
175.0657,272.4692,629.9937
175.1157,272.5256,629.9891
175.1657,272.5746,629.9982
175.2157,272.6222,630.0000
175.2656,272.6699,630.0000
175.3156,272.7175,630.0000
175.3656,272.7651,630.0000
175.4156,272.8128,630.0000
175.4656,272.8604,630.0000
175.5156,272.9081,630.0000
175.5656,272.9557,630.0000
175.6156,273.0033,630.0000
175.6655,273.0510,630.0000
175.7155,273.0986,630.0000
175.7655,273.1462,630.0000
175.8155,273.1939,630.0000
175.8655,273.2415,630.0000
175.9155,273.2892,630.0000
175.9655,273.3368,630.0000
176.0155,273.3844,630.0000
176.0654,273.4321,630.0000
176.1154,273.4797,630.0000
176.1654,273.5273,630.0000
176.2154,273.5750,630.0000
176.2654,273.6226,630.0000
176.3154,273.6703,630.0000
176.3654,273.7179,630.0000
176.4154,273.7655,630.0000
176.4653,273.8132,630.0000
176.5153,273.8608,630.0000
176.5653,273.9165,629.9997
176.6153,273.9902,629.9968
176.6653,274.0794,629.9960
176.7153,274.1765,630.0000
176.7653,274.2752,630.0000
176.8153,274.3739,630.0000
176.8652,274.4726,630.0000
176.9152,274.5713,630.0000
176.9652,274.6700,630.0000
177.0152,274.7687,630.0000
177.0652,274.8674,630.0000
177.1152,274.9661,630.0000
177.1652,275.0648,630.0000
177.2152,275.1635,630.0000
177.2652,275.2622,630.0000
177.3151,275.3609,630.0000
177.3651,275.4596,630.0000
177.4151,275.5583,630.0000
177.4651,275.6570,630.0000
177.5151,275.7556,630.0000
177.5651,275.8543,630.0000
177.6151,275.9530,630.0000
177.6651,276.0517,630.0000
177.7150,276.1504,630.0000
177.7650,276.2491,630.0000
177.8150,276.3478,630.0000
177.8650,276.4465,630.0000
177.9150,276.5452,630.0000
177.9650,276.6439,630.0000
178.0150,276.7426,630.0000
178.0650,276.8413,630.0000
178.1149,276.9400,630.0000
178.1649,277.0387,630.0000
178.2149,277.1374,630.0000
178.2649,277.2361,630.0000
178.3149,277.3347,630.0000
178.3649,277.4334,630.0000
178.4149,277.5321,630.0000
178.4649,277.6308,630.0000
178.5148,277.7295,630.0000
178.5648,277.8282,630.0000
178.6148,277.9269,630.0000
178.6648,278.0256,630.0000
178.7148,278.1243,630.0000
178.7648,278.2230,630.0000
178.8148,278.3217,630.0000
178.8648,278.4204,630.0000
178.9147,278.5191,630.0000
178.9647,278.6163,630.0000
179.0147,278.6947,630.0000
179.0647,278.7622,630.0000
179.1147,278.8286,630.0000
179.1647,278.8951,630.0000
179.2147,278.9615,630.0000
179.2647,279.0279,630.0000
179.3147,279.0944,630.0000
179.3646,279.1608,630.0000
179.4146,279.2272,630.0000
179.4646,279.2937,630.0000
179.5146,279.3601,630.0000
179.5646,279.4265,630.0000
179.6146,279.4930,630.0000
179.6646,279.5594,630.0000
179.7146,279.6259,630.0000
179.7645,279.6923,630.0000
179.8145,279.7587,630.0000
179.8645,279.8252,630.0000
179.9145,279.8916,630.0000
179.9645,279.9580,630.0000
180.0145,280.0245,630.0000
180.0645,280.0909,630.0000
180.1145,280.1573,630.0000
180.1644,280.2213,630.0000
180.2144,280.2709,630.0000
180.2644,280.3051,630.0000
180.3144,280.3292,630.0000
180.3644,280.3494,630.0000
180.4144,280.3693,630.0000
180.4644,280.3892,630.0000
180.5144,280.4090,630.0000
180.5643,280.4289,630.0000
180.6143,280.4488,630.0000
180.6643,280.4686,630.0000
180.7143,280.4885,630.0000
180.7643,280.5084,630.0000
180.8143,280.5282,630.0000
180.8643,280.5481,630.0000
180.9143,280.5680,630.0000
180.9642,280.5878,630.0000
181.0142,280.6077,630.0000
181.0642,280.6276,630.0000
181.1142,280.6474,630.0000
181.1642,280.6677,630.0000
181.2142,280.6953,630.0000
181.2642,280.7332,630.0000
181.3142,280.7786,630.0000
181.3642,280.8276,630.0000
181.4141,280.8774,630.0000
181.4641,280.9272,630.0000
181.5141,280.9769,630.0000
181.5641,281.0070,629.9883
181.6141,281.0139,629.9703
181.6641,280.9927,629.9381
181.7141,280.9549,629.9077
181.7641,280.9125,629.8954
181.8140,280.8709,629.9072
181.8640,280.8422,629.9388
181.9140,280.8217,629.9919
181.9640,280.8025,629.9933
182.0140,280.7833,629.9999
182.0640,280.7640,630.0000
182.1140,280.7448,630.0000
182.1640,280.7256,630.0000
182.2139,280.7064,630.0000
182.2639,280.6871,630.0000
182.3139,280.6679,630.0000
182.3639,280.6487,630.0000
182.4139,280.6295,630.0000
182.4639,280.6102,630.0000
182.5139,280.5910,630.0000
182.5639,280.5718,630.0000
182.6138,280.5526,630.0000
182.6638,280.5333,630.0000
182.7138,280.5141,630.0000
182.7638,280.4949,630.0000
182.8138,280.4756,630.0000
182.8638,280.4564,630.0000
182.9138,280.4372,630.0000
182.9638,280.4180,630.0000
183.0137,280.3987,630.0000
183.0637,280.3795,630.0000
183.1137,280.3603,630.0000
183.1637,280.3411,630.0000
183.2137,280.3218,630.0000
183.2637,280.3026,630.0000
183.3137,280.2834,630.0000
183.3637,280.2642,630.0000
183.4137,280.2449,630.0000
183.4636,280.2257,630.0000
183.5136,280.2065,630.0000
183.5636,280.1873,630.0000
183.6136,280.1680,630.0000
183.6636,280.1488,630.0000
183.7136,280.1296,630.0000
183.7636,280.1104,630.0000
183.8136,280.0911,630.0000
183.8635,280.0719,630.0000
183.9135,280.0527,630.0000
183.9635,280.0334,630.0000
184.0135,280.0142,630.0000
184.0635,279.9950,630.0000
184.1135,279.9758,630.0000
184.1635,279.9565,630.0000
184.2135,279.9373,630.0000
184.2634,279.9181,630.0000
184.3134,279.8989,630.0000
184.3634,279.8796,630.0000
184.4134,279.8604,630.0000
184.4634,279.8412,630.0000
184.5134,279.8220,630.0000
184.5634,279.8027,630.0000
184.6134,279.7835,630.0000
184.6633,279.7643,630.0000
184.7133,279.7451,630.0000
184.7633,279.7258,630.0000
184.8133,279.7066,630.0000
184.8633,279.6874,630.0000
184.9133,279.6682,630.0000
184.9633,279.6489,630.0000
185.0133,279.6297,630.0000
185.0632,279.6105,630.0000
185.1132,279.5912,630.0000
185.1632,279.5720,630.0000
185.2132,279.5528,630.0000
185.2632,279.5336,630.0000
185.3132,279.5143,630.0000
185.3632,279.4925,630.0000
185.4132,279.4658,630.0000
185.4632,279.4348,630.0000
185.5131,279.4010,630.0000
185.5631,279.3658,630.0000
185.6131,279.3303,630.0000
185.6631,279.2948,630.0000
185.7131,279.2594,630.0000
185.7631,279.2239,630.0000
185.8131,279.1884,630.0000
185.8631,279.1530,630.0000
185.9130,279.1175,630.0000
185.9630,279.0821,630.0000
186.0130,279.0466,630.0000
186.0630,279.0111,630.0000
186.1130,278.9757,630.0000
186.1630,278.9402,630.0000
186.2130,278.9048,630.0000
186.2630,278.8693,630.0000
186.3129,278.8338,630.0000
186.3629,278.7984,630.0000
186.4129,278.7629,630.0000
186.4629,278.7274,630.0000
186.5129,278.6920,630.0000
186.5629,278.6565,630.0000
186.6129,278.6211,630.0000
186.6629,278.5856,630.0000
186.7128,278.5501,630.0000
186.7628,278.5147,630.0000
186.8128,278.4792,630.0000
186.8628,278.4438,630.0000
186.9128,278.4083,630.0000
186.9628,278.3728,630.0000
187.0128,278.3374,630.0000
187.0628,278.3050,630.0000
187.1127,278.2874,630.0000
187.1627,278.2761,630.0000
187.2127,278.2654,630.0000
187.2627,278.2547,630.0000
187.3127,278.2440,630.0000
187.3627,278.2334,630.0000
187.4127,278.2227,630.0000
187.4627,278.2120,630.0000
187.5126,278.2013,630.0000
187.5626,278.1906,630.0000
187.6126,278.1800,630.0000
187.6626,278.1693,630.0000
187.7126,278.1586,630.0000
187.7626,278.1479,630.0000
187.8126,278.1487,629.9937
187.8626,278.1819,629.9653
187.9126,278.2401,629.9246
187.9625,278.3089,629.8928
188.0125,278.3790,629.8838
188.0625,278.4388,629.8863
188.1125,278.4766,629.8838
188.1625,278.4898,629.8724
188.2125,278.4883,629.8652
188.2625,278.4821,629.8763
188.3125,278.4757,629.9116
188.3624,278.4693,629.9716
188.4124,278.4629,629.9911
188.4624,278.4565,629.9949
188.5124,278.4500,630.0000
188.5624,278.4436,630.0000
188.6124,278.4372,630.0000
188.6624,278.4266,630.0000
188.7124,278.4037,629.9999
188.7623,278.3670,630.0000
188.8123,278.3192,630.0000
188.8623,278.2661,630.0000
188.9123,278.2118,630.0000
188.9623,278.1576,630.0000
189.0123,278.1033,630.0000
189.0623,278.0490,630.0000
189.1123,277.9948,630.0000
189.1622,277.9405,630.0000
189.2122,277.8863,630.0000
189.2622,277.8320,630.0000
189.3122,277.7777,630.0000
189.3622,277.7162,630.0000
189.4122,277.6283,630.0000
189.4622,277.5338,630.0000
189.5122,277.4391,630.0000
189.5621,277.3445,630.0000
189.6121,277.2499,630.0000
189.6621,277.1552,630.0000
189.7121,277.0607,630.0000
189.7621,276.9699,630.0000
189.8121,276.8860,630.0000
189.8621,276.8082,630.0000
189.9121,276.7340,630.0000
189.9621,276.6611,630.0000
190.0120,276.5883,630.0000
190.0620,276.5154,630.0000
190.1120,276.4426,630.0000
190.1620,276.3698,630.0000
190.2120,276.2969,630.0000
190.2620,276.2241,630.0000
190.3120,276.1512,630.0000
190.3620,276.0784,630.0000
190.4119,276.0055,630.0000
190.4619,275.9327,630.0000
190.5119,275.8598,630.0000
190.5619,275.7870,630.0000
190.6119,275.7141,630.0000
190.6619,275.6413,630.0000
190.7119,275.5685,630.0000
190.7619,275.4956,630.0000
190.8118,275.4228,630.0000
190.8618,275.3499,630.0000
190.9118,275.2771,630.0000
190.9618,275.2042,630.0000
191.0118,275.1314,630.0000
191.0618,275.0585,630.0000
191.1118,274.9857,630.0000
191.1618,274.9128,630.0000
191.2117,274.8400,630.0000
191.2617,274.7672,630.0000
191.3117,274.6943,630.0000
191.3617,274.6215,630.0000
191.4117,274.5486,630.0000
191.4617,274.4758,630.0000
191.5117,274.4029,630.0000
191.5617,274.3301,630.0000
191.6116,274.2570,630.0000
191.6616,274.1770,630.0000
191.7116,274.0910,630.0000
191.7616,274.0038,630.0000
191.8116,273.9167,630.0000
191.8616,273.8294,630.0000
191.9116,273.7388,630.0000
191.9616,273.6441,630.0000
192.0116,273.5453,630.0000
192.0615,273.4437,630.0000
192.1115,273.3406,630.0000
192.1615,273.2377,630.0000
192.2115,273.1386,630.0000
192.2615,273.0441,630.0000
192.3115,272.9532,630.0000
192.3615,272.8643,630.0000
192.4115,272.7761,630.0000
192.4614,272.6793,630.0000
192.5114,272.5682,630.0000
192.5614,272.4536,630.0000
192.6114,272.3389,630.0000
192.6614,272.2242,630.0000
192.7114,272.1094,630.0000
192.7614,271.9947,630.0000
192.8114,271.8800,630.0000
192.8613,271.7653,630.0000
192.9113,271.6506,630.0000
192.9613,271.5359,630.0000
193.0113,271.4211,630.0000
193.0613,271.3064,630.0000
193.1113,271.1917,630.0000
193.1613,271.0770,630.0000
193.2113,270.9623,630.0000
193.2612,270.8476,630.0000
